Date,Start Time,End Time,Duration (min),From,To,KM,Trip Type,Purpose,Claim (ZAR),Month
2022-11-29,2022-11-29 17:09:17,2022-11-29 17:16:24,7.1,"-26.1107, 27.8869","-26.1094, 27.8958",1.22,Business,Meeting,5.66,November
2022-11-30,2022-11-30 09:27:09,2022-11-30 09:42:34,15.4,"-26.1094, 27.8958","-26.1474, 27.893",5.14,Business,Client Visit,23.85,November
2022-11-30,2022-11-30 12:25:42,2022-11-30 12:49:10,23.5,"-26.1468, 27.8928","-26.0789, 27.7798",14.09,Business,Client Visit,65.38,November
2022-11-30,2022-11-30 13:08:32,2022-11-30 13:40:35,32.0,"-26.0789, 27.7797","-26.1397, 27.9207",16.25,Business,Client Visit,75.4,November
2022-11-30,2022-11-30 14:49:04,2022-11-30 14:59:26,10.4,"-26.1423, 27.9221","-26.1048, 27.9259",4.87,Business,Meeting,22.6,November
2022-11-30,2022-11-30 15:08:52,2022-11-30 15:16:45,7.9,"-26.1046, 27.9265","-26.1095, 27.8955",3.69,Business,Meeting,17.12,November
2022-12-01,2022-12-01 07:18:24,2022-12-01 07:34:07,15.7,"-26.1095, 27.8956","-26.1295, 27.9028",2.91,Business,Local Travel,13.5,December
2022-12-01,2022-12-01 16:40:23,2022-12-01 16:48:03,7.7,"-26.1296, 27.903","-26.1044, 27.9264",3.77,Business,Meeting,17.49,December
2022-12-01,2022-12-01 16:56:51,2022-12-01 17:09:26,12.6,"-26.1048, 27.9264","-26.1094, 27.8958",3.62,Business,Meeting,16.8,December
2022-12-02,2022-12-02 07:12:03,2022-12-02 07:22:57,10.9,"-26.1094, 27.8958","-26.1292, 27.9023",3.03,Business,Local Travel,14.06,December
2022-12-02,2022-12-02 09:36:59,2022-12-02 10:10:58,34.0,"-26.1294, 27.9028","-26.0603, 28.0454",17.88,Business,Client Visit,82.96,December
2022-12-02,2022-12-02 15:57:36,2022-12-02 16:09:36,12.0,"-26.0602, 28.0453","-26.0812, 28.0175",3.99,Business,Meeting,18.51,December
2022-12-02,2022-12-02 16:17:26,2022-12-02 16:40:15,22.8,"-26.0812, 28.018","-26.0915, 27.9593",8.31,Business,Client Visit,38.56,December
2022-12-02,2022-12-02 16:45:10,2022-12-02 17:04:30,19.3,"-26.0915, 27.9592","-26.1296, 27.9031",7.16,Business,Client Visit,33.22,December
2022-12-02,2022-12-02 17:09:23,2022-12-02 17:14:25,5.0,"-26.1294, 27.9026","-26.1046, 27.9261",3.62,Business,Meeting,16.8,December
2022-12-02,2022-12-02 17:23:27,2022-12-02 17:35:05,11.6,"-26.1048, 27.9262","-26.1098, 27.8959",4.07,Business,Meeting,18.88,December
2022-12-03,2022-12-03 18:01:13,2022-12-03 18:04:43,3.5,"-26.1091, 27.8859","-26.1099, 27.8958",1.0,Business,Local Travel,4.64,December
2022-12-05,2022-12-05 07:12:33,2022-12-05 07:23:29,10.9,"-26.1094, 27.8958","-26.1296, 27.903",2.6,Business,Local Travel,12.06,December
2022-12-05,2022-12-05 08:45:45,2022-12-05 09:32:06,46.4,"-26.1294, 27.9027","-26.0601, 28.0453",18.5,Business,Meeting,85.84,December
2022-12-05,2022-12-05 12:50:07,2022-12-05 13:43:33,53.4,"-26.0599, 28.0464","-25.7894, 28.2787",44.18,Business,Client Visit,205.0,December
2022-12-06,2022-12-06 13:31:17,2022-12-06 14:20:22,49.1,"-25.7898, 28.2786","-26.1154, 28.0324",45.63,Business,Client Visit,211.72,December
2022-12-06,2022-12-06 16:42:56,2022-12-06 16:49:01,6.1,"-26.1153, 28.0323","-26.1155, 28.023",1.16,Business,Meeting,5.38,December
2022-12-06,2022-12-06 16:54:28,2022-12-06 17:36:25,42.0,"-26.1155, 28.0225","-26.1092, 27.9157",12.98,Business,Client Visit,60.23,December
2022-12-06,2022-12-06 17:57:20,2022-12-06 18:10:21,13.0,"-26.1084, 27.9154","-26.1097, 27.8959",3.08,Business,Meeting,14.29,December
2022-12-07,2022-12-07 07:18:09,2022-12-07 07:33:05,14.9,"-26.1094, 27.8958","-26.1296, 27.903",3.44,Business,Local Travel,15.96,December
2022-12-07,2022-12-07 15:50:30,2022-12-07 16:13:40,23.2,"-26.1294, 27.9028","-26.105, 27.927",4.1,Business,Meeting,19.02,December
2022-12-07,2022-12-07 16:18:27,2022-12-07 16:28:22,9.9,"-26.1051, 27.9268","-26.1096, 27.8955",3.73,Business,Meeting,17.31,December
2022-12-08,2022-12-08 07:22:02,2022-12-08 07:33:45,11.7,"-26.1094, 27.8958","-26.1295, 27.9029",2.92,Business,Local Travel,13.55,December
2022-12-08,2022-12-08 10:00:35,2022-12-08 10:28:39,28.1,"-26.1294, 27.9028","-26.1153, 28.0322",15.05,Business,Client Visit,69.83,December
2022-12-08,2022-12-08 10:38:40,2022-12-08 10:58:18,19.6,"-26.1155, 28.032","-26.0971, 28.0806",6.12,Business,Client Visit,28.4,December
2022-12-08,2022-12-08 11:19:27,2022-12-08 11:37:25,18.0,"-26.0967, 28.0813","-26.1618, 28.0479",8.48,Business,Client Visit,39.35,December
2022-12-08,2022-12-08 14:20:39,2022-12-08 14:32:00,11.3,"-26.1624, 28.0475","-26.1776, 28.0109",5.46,Business,Client Visit,25.33,December
2022-12-08,2022-12-08 14:51:37,2022-12-08 15:30:16,38.6,"-26.1772, 28.0107","-26.1049, 27.9268",15.76,Business,Client Visit,73.13,December
2022-12-08,2022-12-08 15:38:53,2022-12-08 15:49:56,11.1,"-26.1049, 27.9267","-26.1096, 27.8955",3.94,Business,Meeting,18.28,December
2022-12-09,2022-12-09 07:06:27,2022-12-09 07:23:07,16.7,"-26.1094, 27.8958","-26.1295, 27.9029",3.42,Business,Local Travel,15.87,December
2022-12-09,2022-12-09 14:41:34,2022-12-09 14:46:46,5.2,"-26.1299, 27.9041","-26.1045, 27.9267",3.65,Business,Meeting,16.94,December
2022-12-09,2022-12-09 14:52:43,2022-12-09 14:59:06,6.4,"-26.1049, 27.9267","-26.1007, 27.9055",2.26,Business,Meeting,10.49,December
2022-12-09,2022-12-09 15:07:22,2022-12-09 15:12:29,5.1,"-26.1007, 27.9055","-26.1096, 27.8955",1.67,Business,Meeting,7.75,December
2022-12-10,2022-12-10 14:03:48,2022-12-10 14:09:49,6.0,"-26.1094, 27.8958","-26.091, 27.8717",3.16,Business,Meeting,14.66,December
2022-12-10,2022-12-10 14:28:29,2022-12-10 14:36:25,7.9,"-26.0911, 27.872","-26.1092, 27.886",2.49,Business,Meeting,11.55,December
2022-12-10,2022-12-10 14:55:44,2022-12-10 15:06:03,10.3,"-26.1093, 27.886","-26.1045, 27.9264",4.07,Business,Meeting,18.88,December
2022-12-10,2022-12-10 15:17:17,2022-12-10 15:28:58,11.7,"-26.1047, 27.9265","-26.1095, 27.8955",3.15,Business,Meeting,14.62,December
2022-12-12,2022-12-12 06:59:20,2022-12-12 07:17:27,18.1,"-26.1094, 27.8958","-26.1295, 27.9029",4.29,Business,Local Travel,19.91,December
2022-12-12,2022-12-12 16:01:43,2022-12-12 16:06:33,4.8,"-26.1294, 27.9031","-26.1046, 27.9253",3.65,Business,Meeting,16.94,December
2022-12-12,2022-12-12 16:11:21,2022-12-12 16:20:18,8.9,"-26.105, 27.9261","-26.1097, 27.8959",3.78,Business,Meeting,17.54,December
2022-12-13,2022-12-13 07:09:54,2022-12-13 07:22:00,12.1,"-26.1097, 27.8959","-26.1292, 27.9029",2.54,Business,Local Travel,11.79,December
2022-12-13,2022-12-13 16:06:23,2022-12-13 16:13:40,7.3,"-26.1294, 27.9024","-26.1045, 27.9266",3.77,Business,Meeting,17.49,December
2022-12-13,2022-12-13 16:23:36,2022-12-13 16:42:59,19.4,"-26.1048, 27.9269","-26.1096, 27.8956",3.74,Business,Meeting,17.35,December
2022-12-14,2022-12-14 06:19:06,2022-12-14 06:46:38,27.5,"-26.1097, 27.8959","-25.9603, 27.9505",19.88,Business,General Travel,92.24,December
2022-12-14,2022-12-14 06:56:27,2022-12-14 07:22:46,26.3,"-25.9581, 27.9506","-25.7897, 28.2786",38.67,Business,Long Distance,179.43,December
2022-12-14,2022-12-14 12:08:14,2022-12-14 13:19:37,71.4,"-25.7898, 28.2785","-25.5027, 28.4385",39.26,Business,Client Visit,182.17,December
2022-12-14,2022-12-14 19:20:05,2022-12-14 19:57:03,37.0,"-25.5019, 28.4385","-25.6794, 28.2428",31.11,Business,Long Distance,144.35,December
2022-12-14,2022-12-14 20:06:33,2022-12-14 20:51:42,45.1,"-25.6805, 28.2415","-25.5019, 28.4384",32.27,Business,Long Distance,149.73,December
2022-12-15,2022-12-15 08:07:21,2022-12-15 09:08:08,60.8,"-25.5019, 28.4384","-25.7892, 28.2788",37.07,Business,Meeting,172.0,December
2022-12-15,2022-12-15 13:52:40,2022-12-15 14:43:54,51.2,"-25.7892, 28.2788","-26.1093, 27.8957",55.12,Business,Client Visit,255.76,December
2022-12-15,2022-12-15 17:30:39,2022-12-15 17:58:13,27.6,"-26.1093, 27.896","-26.105, 27.9269",3.57,Business,Meeting,16.56,December
2022-12-15,2022-12-15 18:22:51,2022-12-15 18:31:02,8.2,"-26.1053, 27.9267","-26.1095, 27.8955",4.17,Business,Local Travel,19.35,December
2022-12-18,2022-12-18 12:34:26,2022-12-18 13:24:08,49.7,"-26.1084, 27.8951","-26.1092, 27.8859",6.2,Business,Client Visit,28.77,December
2022-12-19,2022-12-19 15:01:02,2022-12-19 15:18:00,17.0,"-26.1094, 27.8957","-26.1259, 27.8319",7.57,Business,Client Visit,35.12,December
2022-12-19,2022-12-19 15:29:58,2022-12-19 15:55:57,26.0,"-26.1259, 27.8326","-26.1094, 27.8958",8.43,Business,Client Visit,39.12,December
2022-12-20,2022-12-20 15:59:53,2022-12-20 16:15:26,15.6,"-26.1095, 27.8955","-26.1049, 27.9269",3.95,Business,Meeting,18.33,December
2022-12-20,2022-12-20 16:37:05,2022-12-20 16:48:41,11.6,"-26.105, 27.9269","-26.1107, 27.8873",4.03,Business,Meeting,18.7,December
2022-12-21,2022-12-21 10:58:50,2022-12-21 11:58:13,59.4,"-26.1095, 27.8959","-25.9709, 28.1312",29.49,Business,Client Visit,136.83,December
2022-12-21,2022-12-21 12:13:36,2022-12-21 12:26:27,12.8,"-25.9704, 28.1314","-25.9792, 28.1163",1.8,Business,Meeting,8.35,December
2022-12-21,2022-12-21 12:34:30,2022-12-21 13:05:24,30.9,"-25.979, 28.1161","-26.1153, 28.0323",20.18,Business,Client Visit,93.64,December
2022-12-21,2022-12-21 13:28:15,2022-12-21 14:03:06,34.9,"-26.1166, 28.0323","-26.1092, 27.8859",16.72,Business,Client Visit,77.58,December
2022-12-22,2022-12-22 13:03:35,2022-12-22 13:32:54,29.3,"-26.1094, 27.8958","-26.0845, 27.7789",12.65,Business,Client Visit,58.7,December
2022-12-22,2022-12-22 13:40:54,2022-12-22 14:12:18,26.5,"-26.0849, 27.7796","-26.1129, 27.8345",10.7,Business,Client Visit,49.65,December
2022-12-22,2022-12-22 14:35:39,2022-12-22 14:52:53,17.2,"-26.1129, 27.8345","-26.1094, 27.8957",7.18,Business,Client Visit,33.32,December
2022-12-23,2022-12-23 10:57:43,2022-12-23 11:48:05,50.4,"-26.1097, 27.8959","-26.1022, 27.7421",17.72,Business,Client Visit,82.22,December
2022-12-23,2022-12-23 12:32:06,2022-12-23 12:52:21,20.2,"-26.1025, 27.7421","-26.1281, 27.8463",11.13,Business,Client Visit,51.64,December
2022-12-23,2022-12-23 14:36:52,2022-12-23 15:17:11,40.3,"-26.1309, 27.8516","-26.1397, 27.9206",13.45,Business,Client Visit,62.41,December
2022-12-23,2022-12-23 15:27:18,2022-12-23 15:34:58,7.7,"-26.1396, 27.9211","-26.1344, 27.912",1.09,Business,Meeting,5.06,December
2022-12-23,2022-12-23 15:47:42,2022-12-23 15:56:46,9.1,"-26.1342, 27.9119","-26.105, 27.9268",3.58,Business,Meeting,16.61,December
2022-12-23,2022-12-23 16:05:44,2022-12-23 16:16:12,10.5,"-26.105, 27.9267","-26.1158, 27.897",3.83,Business,Meeting,17.77,December
2022-12-23,2022-12-23 16:31:24,2022-12-23 16:35:45,4.3,"-26.1161, 27.8971","-26.1098, 27.8858",1.47,Business,Meeting,6.82,December
2022-12-23,2022-12-23 17:03:13,2022-12-23 17:10:31,7.3,"-26.1091, 27.8858","-26.1096, 27.8955",1.07,Business,Meeting,4.96,December
2022-12-24,2022-12-24 11:47:40,2022-12-24 12:29:04,41.4,"-26.1096, 27.8955","-26.1093, 27.8463",9.2,Business,Client Visit,42.69,December
2022-12-24,2022-12-24 12:37:38,2022-12-24 13:22:26,44.8,"-26.1093, 27.8466","-26.1048, 27.9268",15.18,Business,Client Visit,70.44,December
2022-12-24,2022-12-24 13:43:49,2022-12-24 13:52:25,8.6,"-26.1049, 27.9267","-26.1097, 27.8954",3.99,Business,Meeting,18.51,December
2022-12-25,2022-12-25 11:42:45,2022-12-25 11:46:51,4.1,"-26.1095, 27.8955","-26.1087, 27.8857",1.01,Business,Meeting,4.69,December
2022-12-28,2022-12-28 07:14:51,2022-12-28 07:23:46,8.9,"-26.1093, 27.8957","-26.1295, 27.9029",3.09,Business,Local Travel,14.34,December
2022-12-28,2022-12-28 15:10:29,2022-12-28 15:18:15,7.8,"-26.1295, 27.9033","-26.105, 27.927",3.74,Business,Meeting,17.35,December
2022-12-28,2022-12-28 15:29:57,2022-12-28 15:38:39,8.7,"-26.105, 27.9268","-26.1095, 27.8956",3.46,Business,Meeting,16.05,December
2022-12-29,2022-12-29 07:15:19,2022-12-29 07:24:19,9.0,"-26.1093, 27.8956","-26.1294, 27.9028",2.86,Business,Local Travel,13.27,December
2022-12-29,2022-12-29 15:50:11,2022-12-29 15:57:27,7.3,"-26.1297, 27.9036","-26.1048, 27.9269",3.7,Business,Meeting,17.17,December
2022-12-29,2022-12-29 16:02:27,2022-12-29 16:11:42,9.2,"-26.1049, 27.9267","-26.1095, 27.8955",3.7,Business,Meeting,17.17,December
2022-12-30,2022-12-30 07:13:05,2022-12-30 07:28:54,15.8,"-26.112, 27.8958","-26.1297, 27.9029",3.46,Business,Local Travel,16.05,December
2022-12-30,2022-12-30 11:16:12,2022-12-30 11:46:59,30.8,"-26.1294, 27.9024","-26.1294, 27.9028",7.46,Business,Client Visit,34.61,December
2022-12-30,2022-12-30 14:10:51,2022-12-30 14:16:07,5.3,"-26.13, 27.9039","-26.105, 27.9268",3.61,Business,Meeting,16.75,December
2022-12-30,2022-12-30 14:32:06,2022-12-30 14:54:35,22.5,"-26.105, 27.9269","-26.1093, 27.8957",3.22,Business,Meeting,14.94,December
2022-12-31,2022-12-31 15:05:48,2022-12-31 16:24:40,78.9,"-26.1088, 27.8856","-26.1129, 27.8345",8.9,Business,Client Visit,41.3,December
2023-01-01,2023-01-01 08:41:33,2023-01-01 08:57:08,15.6,"-26.1129, 27.8345","-26.1094, 27.8958",6.12,Business,Meeting,28.4,January
2023-01-02,2023-01-02 12:35:32,2023-01-02 12:38:45,3.2,"-26.1094, 27.8958","-26.1089, 27.8857",1.01,Business,Meeting,4.69,January
2023-01-02,2023-01-02 12:53:01,2023-01-02 12:59:49,6.8,"-26.1088, 27.8858","-26.1095, 27.8957",1.11,Business,Meeting,5.15,January
2023-01-02,2023-01-02 18:34:03,2023-01-02 18:51:21,17.3,"-26.1094, 27.8958","-26.1005, 27.9058",7.55,Business,General Travel,35.03,January
2023-01-02,2023-01-02 19:00:20,2023-01-02 19:07:45,7.4,"-26.1003, 27.9063","-26.1096, 27.8955",1.61,Business,Local Travel,7.47,January
2023-01-03,2023-01-03 17:22:37,2023-01-03 17:36:35,14.0,"-26.1095, 27.8955","-26.1087, 27.8549",5.12,Business,Client Visit,23.76,January
2023-01-03,2023-01-03 17:43:17,2023-01-03 18:21:46,38.5,"-26.1087, 27.8549","-26.1092, 27.8957",10.7,Business,Client Visit,49.65,January
2023-01-04,2023-01-04 15:40:08,2023-01-04 15:58:54,18.8,"-26.1088, 27.8951","-26.105, 27.927",4.24,Business,Meeting,19.67,January
2023-01-04,2023-01-04 16:15:19,2023-01-04 16:25:00,9.7,"-26.105, 27.9267","-26.1096, 27.8955",3.75,Business,Meeting,17.4,January
2023-01-05,2023-01-05 09:51:43,2023-01-05 10:04:42,13.0,"-26.1094, 27.8958","-26.1295, 27.9027",3.54,Business,Meeting,16.43,January
2023-01-05,2023-01-05 13:41:24,2023-01-05 13:59:18,17.9,"-26.1294, 27.9023","-26.1096, 27.8955",7.57,Business,Client Visit,35.12,January
2023-01-06,2023-01-06 09:31:52,2023-01-06 09:40:47,8.9,"-26.1094, 27.8957","-26.1044, 27.9264",3.66,Business,Meeting,16.98,January
2023-01-06,2023-01-06 09:45:44,2023-01-06 09:58:06,12.4,"-26.105, 27.927","-26.1295, 27.9028",3.78,Business,Meeting,17.54,January
2023-01-06,2023-01-06 16:11:04,2023-01-06 16:34:46,23.7,"-26.1297, 27.9033","-26.1095, 27.8956",8.01,Business,Client Visit,37.17,January
2023-01-07,2023-01-07 15:41:35,2023-01-07 15:51:22,9.8,"-26.1096, 27.8955","-26.1044, 27.9268",3.67,Business,Meeting,17.03,January
2023-01-07,2023-01-07 16:06:22,2023-01-07 16:13:45,7.4,"-26.1049, 27.9261","-26.1095, 27.8955",3.63,Business,Meeting,16.84,January
2023-01-08,2023-01-08 12:34:32,2023-01-08 12:43:35,9.1,"-26.1095, 27.8955","-26.1045, 27.9264",3.7,Business,Meeting,17.17,January
2023-01-08,2023-01-08 12:48:37,2023-01-08 12:58:53,10.3,"-26.105, 27.9261","-26.1091, 27.8859",4.38,Business,Meeting,20.32,January
2023-01-09,2023-01-09 07:57:51,2023-01-09 08:28:04,30.2,"-26.1094, 27.8958","-26.1775, 28.0108",15.87,Business,General Travel,73.64,January
2023-01-09,2023-01-09 10:43:31,2023-01-09 11:14:55,31.4,"-26.1773, 28.0107","-26.1493, 28.0346",13.64,Business,Client Visit,63.29,January
2023-01-09,2023-01-09 12:41:12,2023-01-09 12:45:46,4.6,"-26.1493, 28.0346","-26.1613, 28.0474",2.17,Business,Meeting,10.07,January
2023-01-09,2023-01-09 14:26:41,2023-01-09 16:40:00,133.3,"-26.1621, 28.0477","-26.1095, 27.8958",16.26,Business,Client Visit,75.45,January
2023-01-10,2023-01-10 07:18:00,2023-01-10 07:29:31,11.5,"-26.1094, 27.8958","-26.1295, 27.903",3.2,Business,Local Travel,14.85,January
2023-01-10,2023-01-10 14:38:57,2023-01-10 14:57:54,18.9,"-26.1292, 27.9023","-26.1098, 27.896",7.62,Business,Client Visit,35.36,January
2023-01-10,2023-01-10 23:04:02,2023-01-10 23:52:22,48.3,"-26.1096, 27.8955","-26.1638, 28.267",49.62,Business,Long Distance,230.24,January
2023-01-11,2023-01-11 00:00:52,2023-01-11 00:53:34,52.7,"-26.1639, 28.2681","-26.1037, 27.9459",48.74,Business,Long Distance,226.15,January
2023-01-11,2023-01-11 00:59:45,2023-01-11 01:23:30,23.8,"-26.1037, 27.9459","-26.1261, 27.8343",15.15,Business,General Travel,70.3,January
2023-01-11,2023-01-11 01:35:34,2023-01-11 01:59:05,23.5,"-26.1259, 27.8319","-26.1093, 27.8957",8.17,Business,General Travel,37.91,January
2023-01-11,2023-01-11 08:12:01,2023-01-11 08:23:20,11.3,"-26.1095, 27.8958","-26.1294, 27.9023",4.17,Business,Meeting,19.35,January
2023-01-11,2023-01-11 15:59:01,2023-01-11 16:03:44,4.7,"-26.13, 27.9038","-26.1045, 27.9263",3.61,Business,Meeting,16.75,January
2023-01-11,2023-01-11 16:10:29,2023-01-11 16:27:36,17.1,"-26.1055, 27.9261","-26.1094, 27.8958",4.1,Business,Meeting,19.02,January
2023-01-12,2023-01-12 06:24:29,2023-01-12 06:46:40,22.2,"-26.1096, 27.8956","-26.1259, 27.8319",8.04,Business,General Travel,37.31,January
2023-01-12,2023-01-12 07:10:41,2023-01-12 07:41:40,31.0,"-26.1259, 27.8318","-26.1294, 27.9024",8.33,Business,General Travel,38.65,January
2023-01-12,2023-01-12 15:06:09,2023-01-12 15:26:32,20.4,"-26.1298, 27.9036","-26.1259, 27.8319",8.24,Business,Client Visit,38.23,January
2023-01-12,2023-01-12 15:55:57,2023-01-12 16:03:08,7.2,"-26.1258, 27.8319","-26.1086, 27.8549",3.26,Business,Meeting,15.13,January
2023-01-12,2023-01-12 16:12:31,2023-01-12 16:30:09,17.6,"-26.1085, 27.8559","-26.1094, 27.8956",5.26,Business,Client Visit,24.41,January
2023-01-13,2023-01-13 06:47:51,2023-01-13 07:05:26,17.6,"-26.1095, 27.8958","-26.1295, 27.9024",2.58,Business,Local Travel,11.97,January
2023-01-13,2023-01-13 07:11:28,2023-01-13 07:45:45,34.3,"-26.1293, 27.9027","-26.1294, 27.9024",4.97,Business,Local Travel,23.06,January
2023-01-13,2023-01-13 09:01:27,2023-01-13 09:09:02,7.6,"-26.1293, 27.9024","-26.1044, 27.9239",3.5,Business,Meeting,16.24,January
2023-01-13,2023-01-13 09:21:54,2023-01-13 09:48:59,27.1,"-26.1044, 27.924","-26.0603, 28.0453",14.54,Business,Client Visit,67.47,January
2023-01-13,2023-01-13 10:48:07,2023-01-13 11:11:08,23.0,"-26.0603, 28.0453","-26.1607, 28.0579",12.71,Business,Client Visit,58.97,January
2023-01-13,2023-01-13 11:16:51,2023-01-13 11:26:56,10.1,"-26.1619, 28.0578","-26.1618, 28.0478",2.63,Business,Meeting,12.2,January
2023-01-13,2023-01-13 11:32:07,2023-01-13 11:39:32,7.4,"-26.1618, 28.0479","-26.1485, 28.0353",2.5,Business,Meeting,11.6,January
2023-01-13,2023-01-13 11:46:57,2023-01-13 12:22:23,35.4,"-26.1495, 28.0344","-26.1037, 27.9243",15.07,Business,Client Visit,69.92,January
2023-01-13,2023-01-13 12:34:47,2023-01-13 12:37:05,2.3,"-26.1045, 27.9249","-26.1293, 27.9024",3.55,Business,Meeting,16.47,January
2023-01-13,2023-01-13 15:37:46,2023-01-13 15:44:59,7.2,"-26.1295, 27.9033","-26.1045, 27.9265",3.71,Business,Meeting,17.21,January
2023-01-13,2023-01-13 15:51:55,2023-01-13 16:04:26,12.5,"-26.1049, 27.9255","-26.1096, 27.896",3.56,Business,Meeting,16.52,January
2023-01-13,2023-01-13 16:34:39,2023-01-13 16:42:06,7.5,"-26.1095, 27.8958","-26.1105, 27.8873",1.66,Business,Meeting,7.7,January
2023-01-13,2023-01-13 17:51:18,2023-01-13 17:54:44,3.4,"-26.1092, 27.8858","-26.1099, 27.8961",1.33,Business,Meeting,6.17,January
2023-01-14,2023-01-14 14:12:09,2023-01-14 14:22:01,9.9,"-26.1096, 27.8956","-26.1045, 27.9264",3.89,Business,Meeting,18.05,January
2023-01-14,2023-01-14 14:54:09,2023-01-14 15:01:34,7.4,"-26.1049, 27.9268","-26.1096, 27.896",3.71,Business,Meeting,17.21,January
2023-01-16,2023-01-16 07:16:02,2023-01-16 07:33:01,17.0,"-26.1094, 27.8957","-26.13, 27.9038",2.94,Business,Local Travel,13.64,January
2023-01-16,2023-01-16 09:21:26,2023-01-16 10:03:27,42.0,"-26.1295, 27.9029","-26.058, 28.0872",26.8,Business,Client Visit,124.35,January
2023-01-16,2023-01-16 10:10:26,2023-01-16 10:19:17,8.8,"-26.057, 28.0876","-26.1271, 28.0743",8.84,Business,Client Visit,41.02,January
2023-01-16,2023-01-16 10:31:36,2023-01-16 10:38:56,7.3,"-26.1253, 28.0741","-26.119, 28.0939",2.53,Business,Meeting,11.74,January
2023-01-16,2023-01-16 11:10:16,2023-01-16 11:25:44,15.5,"-26.119, 28.0939","-26.1298, 28.0473",6.1,Business,Client Visit,28.3,January
2023-01-16,2023-01-16 12:50:04,2023-01-16 13:08:31,18.4,"-26.1294, 28.0471","-26.0673, 28.0176",9.43,Business,Client Visit,43.76,January
2023-01-16,2023-01-16 13:56:55,2023-01-16 14:23:34,26.6,"-26.0668, 28.0173","-26.1048, 27.9268",11.08,Business,Client Visit,51.41,January
2023-01-16,2023-01-16 15:01:26,2023-01-16 15:21:16,19.8,"-26.1048, 27.9267","-26.1093, 27.8957",3.69,Business,Meeting,17.12,January
2023-01-17,2023-01-17 06:10:28,2023-01-17 07:10:06,59.6,"-26.1096, 27.8955","-25.7897, 28.2785",57.43,Business,Long Distance,266.48,January
2023-01-17,2023-01-17 09:23:31,2023-01-17 09:54:42,31.2,"-25.7897, 28.2785","-25.7904, 28.327",13.14,Business,Client Visit,60.97,January
2023-01-17,2023-01-17 10:03:13,2023-01-17 10:12:17,9.1,"-25.7893, 28.3268","-25.7934, 28.3608",4.61,Business,Meeting,21.39,January
2023-01-17,2023-01-17 13:48:05,2023-01-17 14:14:19,26.2,"-25.7935, 28.3604","-25.7897, 28.2785",9.0,Business,Client Visit,41.76,January
2023-01-17,2023-01-17 18:24:53,2023-01-17 19:44:00,79.1,"-25.7896, 28.2781","-26.1094, 27.8958",68.36,Business,Long Distance,317.19,January
2023-01-18,2023-01-18 07:18:34,2023-01-18 07:28:53,10.3,"-26.1094, 27.8958","-26.13, 27.9038",2.57,Business,Local Travel,11.92,January
2023-01-18,2023-01-18 08:14:06,2023-01-18 09:07:08,53.0,"-26.13, 27.9037","-26.0969, 28.081",19.87,Business,Meeting,92.2,January
2023-01-18,2023-01-18 12:27:38,2023-01-18 13:12:00,44.4,"-26.0967, 28.0813","-26.0097, 27.9949",15.9,Business,Client Visit,73.78,January
2023-01-18,2023-01-18 13:57:29,2023-01-18 14:53:02,55.5,"-26.0129, 28.0011","-26.1047, 27.9267",16.63,Business,Client Visit,77.16,January
2023-01-18,2023-01-18 14:58:18,2023-01-18 15:05:43,7.4,"-26.105, 27.9261","-26.1096, 27.896",3.66,Business,Meeting,16.98,January
2023-01-19,2023-01-19 09:05:16,2023-01-19 09:20:17,15.0,"-26.1094, 27.8958","-26.081, 27.8543",5.3,Business,Client Visit,24.59,January
2023-01-19,2023-01-19 15:19:31,2023-01-19 15:35:03,15.5,"-26.081, 27.8543","-26.1259, 27.8319",7.51,Business,Client Visit,34.85,January
2023-01-19,2023-01-19 15:53:38,2023-01-19 16:04:32,10.9,"-26.1259, 27.8319","-26.1087, 27.8552",3.22,Business,Meeting,14.94,January
2023-01-19,2023-01-19 16:08:19,2023-01-19 16:26:48,18.5,"-26.1087, 27.8549","-26.1094, 27.8958",4.14,Business,Meeting,19.21,January
2023-01-20,2023-01-20 07:00:12,2023-01-20 08:12:59,72.8,"-26.1094, 27.8958","-26.1293, 27.9024",16.93,Business,General Travel,78.56,January
2023-01-20,2023-01-20 09:34:04,2023-01-20 10:23:05,49.0,"-26.1294, 27.9026","-26.0578, 28.0871",24.36,Business,Client Visit,113.03,January
2023-01-20,2023-01-20 11:38:15,2023-01-20 12:30:37,52.4,"-26.0569, 28.0877","-26.1295, 27.9028",23.11,Business,Client Visit,107.23,January
2023-01-20,2023-01-20 14:53:18,2023-01-20 15:21:28,28.2,"-26.1295, 27.9028","-26.1095, 27.8958",6.79,Business,Client Visit,31.51,January
2023-01-21,2023-01-21 16:15:42,2023-01-21 16:37:14,21.5,"-26.1094, 27.8958","-26.1046, 27.9266",3.59,Business,Meeting,16.66,January
2023-01-21,2023-01-21 16:38:55,2023-01-21 16:51:21,12.4,"-26.1042, 27.9266","-26.1094, 27.8958",3.13,Business,Meeting,14.52,January
2023-01-23,2023-01-23 07:15:12,2023-01-23 07:35:48,20.6,"-26.1094, 27.8957","-26.1295, 27.9028",2.35,Business,Local Travel,10.9,January
2023-01-23,2023-01-23 08:32:54,2023-01-23 09:02:16,29.4,"-26.1295, 27.9028","-26.0512, 27.8909",8.82,Business,Meeting,40.92,January
2023-01-23,2023-01-23 09:37:04,2023-01-23 10:15:06,38.0,"-26.0513, 27.8908","-26.0967, 28.0812",20.07,Business,Client Visit,93.12,January
